timestamp,O,H,L,C,V,T
2024-12-31 20:00:00,193.71,194.34,193.65,194.17,15403.8,2988992.551
2024-12-31 20:05:00,194.17,194.6,194.17,194.55,12963.5,2520217.427
2024-12-31 20:10:00,194.55,194.55,193.79,194.12,16013.3,3108529.807
2024-12-31 20:15:00,194.12,194.44,193.87,194.42,11885.6,2307804.777
2024-12-31 20:20:00,194.42,194.67,194.42,194.45,5169.3,1005636.152
2024-12-31 20:25:00,194.45,194.72,194.33,194.69,5331.0,1037393.389
2024-12-31 20:30:00,194.69,194.72,194.25,194.51,8328.5,1619315.793
2024-12-31 20:35:00,194.51,194.72,194.03,194.32,20544.7,3993355.029
2024-12-31 20:40:00,194.32,194.47,194.08,194.24,9086.8,1765586.148
2024-12-31 20:45:00,194.24,194.39,193.8,194.33,15651.9,3037098.96
2024-12-31 20:50:00,194.33,194.35,194.0,194.07,5164.6,1002917.121
2024-12-31 20:55:00,194.07,194.28,193.68,193.95,7235.9,1403064.964
2024-12-31 21:00:00,193.95,194.31,193.91,194.02,6296.7,1221862.24
2024-12-31 21:05:00,194.02,194.08,193.34,193.55,13830.7,2677174.472
2024-12-31 21:10:00,193.55,193.56,193.01,193.16,29600.7,5717987.906
2024-12-31 21:15:00,193.16,193.23,192.65,192.89,39449.4,7609845.471
2024-12-31 21:20:00,192.89,192.98,192.35,192.77,21635.8,4168055.812
2024-12-31 21:25:00,192.77,192.8,192.37,192.62,14189.9,2732063.276
2024-12-31 21:30:00,192.62,193.25,192.54,193.23,10624.7,2049222.73
2024-12-31 21:35:00,193.23,193.43,193.11,193.3,7764.8,1500649.306
2024-12-31 21:40:00,193.3,193.43,192.59,193.09,31277.7,6032813.235
2024-12-31 21:45:00,193.09,193.13,192.71,192.94,7675.0,1480389.732
2024-12-31 21:50:00,192.94,193.13,192.85,193.0,2738.4,528523.9
2024-12-31 21:55:00,193.0,193.12,192.67,193.05,6956.7,1342057.329
2024-12-31 22:00:00,193.05,193.05,192.59,192.6,15137.8,2918925.82
2024-12-31 22:05:00,192.6,192.6,192.07,192.35,23474.1,4513302.806
2024-12-31 22:10:00,192.35,192.58,192.07,192.58,16919.3,3252692.403
2024-12-31 22:15:00,192.58,192.73,192.26,192.58,7817.7,1505164.964
2024-12-31 22:20:00,192.58,192.65,191.52,191.73,27000.4,5181294.553
2024-12-31 22:25:00,191.73,192.04,191.5,191.97,18591.2,3563878.793
2024-12-31 22:30:00,191.97,191.97,191.28,191.5,19395.2,3714763.156
2024-12-31 22:35:00,191.5,191.87,191.47,191.85,6551.7,1255248.442
2024-12-31 22:40:00,191.85,192.17,191.75,191.92,6078.6,1166883.28
2024-12-31 22:45:00,191.92,192.07,191.92,191.96,4678.8,898250.879
2024-12-31 22:50:00,191.96,191.96,191.05,191.1,7099.9,1358288.282
2024-12-31 22:55:00,191.1,191.12,190.57,191.07,20916.0,3992816.986
2024-12-31 23:00:00,191.07,191.11,190.3,190.31,24907.4,4749897.47
2024-12-31 23:05:00,190.31,190.52,190.04,190.34,52276.5,9946517.699
2024-12-31 23:10:00,190.34,190.91,190.17,190.87,26699.2,5082527.941
2024-12-31 23:15:00,190.87,191.04,190.51,190.55,11209.4,2138787.615
2024-12-31 23:20:00,190.55,190.57,189.88,190.18,41167.7,7827779.661
2024-12-31 23:25:00,190.18,190.43,189.99,190.41,11888.7,2260586.196
2024-12-31 23:30:00,190.41,190.42,189.55,189.65,31113.8,5904496.987
2024-12-31 23:35:00,189.65,189.65,189.03,189.11,39851.1,7543195.245
2024-12-31 23:40:00,189.11,189.54,189.02,189.4,15022.1,2843415.154
2024-12-31 23:45:00,189.4,189.65,189.13,189.15,20019.5,3790179.175
2024-12-31 23:50:00,189.15,189.85,189.09,189.67,29305.5,5554988.089
2024-12-31 23:55:00,189.67,189.9,189.2,189.22,26905.9,5099767.066
2025-01-01 00:00:00,189.22,190.09,189.0,189.76,35580.9,6749199.842
2025-01-01 00:05:00,189.76,190.06,189.68,189.91,16620.6,3156457.135
2025-01-01 00:10:00,189.91,190.42,189.75,190.42,29448.2,5599273.863
2025-01-01 00:15:00,190.42,190.97,190.25,190.83,47210.8,9002151.069
2025-01-01 00:20:00,190.83,191.2,190.5,190.51,38355.4,7314824.237
2025-01-01 00:25:00,190.51,190.65,190.25,190.59,9977.7,1900019.4
2025-01-01 00:30:00,190.59,191.25,190.52,191.14,25042.0,4783917.89
2025-01-01 00:35:00,191.14,191.41,191.06,191.31,24666.0,4718073.477
2025-01-01 00:40:00,191.31,191.47,190.97,191.16,16901.5,3231582.856
2025-01-01 00:45:00,191.16,191.66,191.03,191.57,21436.2,4102550.725
2025-01-01 00:50:00,191.57,192.09,191.52,191.99,23997.4,4603158.098
2025-01-01 00:55:00,191.99,192.59,191.87,192.4,28490.5,5475262.634
2025-01-01 01:00:00,192.4,192.5,191.74,191.9,24376.7,4683111.853
2025-01-01 01:05:00,191.9,191.9,191.35,191.65,14190.8,2718171.978
2025-01-01 01:10:00,191.65,191.87,191.49,191.54,15221.0,2917198.929
2025-01-01 01:15:00,191.54,191.54,190.84,190.89,22039.9,4210951.62
2025-01-01 01:20:00,190.89,191.12,190.57,190.9,10015.8,1911746.529
2025-01-01 01:25:00,190.9,191.12,190.9,191.03,4144.7,791831.265
2025-01-01 01:30:00,191.03,191.46,190.82,191.29,5603.0,1071153.768
2025-01-01 01:35:00,191.29,191.51,191.18,191.22,6022.0,1152407.537
2025-01-01 01:40:00,191.22,191.44,191.07,191.09,4205.6,804525.851
2025-01-01 01:45:00,191.09,191.12,190.87,191.08,9129.3,1743387.35
2025-01-01 01:50:00,191.08,191.11,190.26,190.35,17882.3,3406750.155
2025-01-01 01:55:00,190.35,190.83,190.21,190.58,12959.1,2468565.13
2025-01-01 02:00:00,190.58,191.0,190.48,190.89,11246.6,2145794.464
2025-01-01 02:05:00,190.89,190.96,190.47,190.52,9869.6,1882374.13
2025-01-01 02:10:00,190.52,191.11,190.48,191.09,6031.3,1150592.294
2025-01-01 02:15:00,191.09,191.1,190.5,190.75,6861.6,1309178.061
2025-01-01 02:20:00,190.75,190.81,190.41,190.54,4820.8,918813.36
2025-01-01 02:25:00,190.54,190.54,190.28,190.51,2693.4,512829.149
2025-01-01 02:30:00,190.51,190.86,190.45,190.86,12703.6,2422842.771
2025-01-01 02:35:00,190.86,191.11,190.8,190.97,13418.3,2562084.107
2025-01-01 02:40:00,190.97,191.23,190.9,191.21,15631.9,2987373.172
2025-01-01 02:45:00,191.21,191.75,191.01,191.53,12995.1,2487235.784
2025-01-01 02:50:00,191.53,191.93,191.35,191.35,16456.3,3153511.109
2025-01-01 02:55:00,191.35,191.53,191.35,191.48,7762.1,1485971.511
2025-01-01 03:00:00,191.48,191.52,190.97,191.07,7289.1,1393421.054
2025-01-01 03:05:00,191.07,191.34,190.97,190.99,6025.6,1151655.966
2025-01-01 03:10:00,190.99,191.09,190.9,191.02,4052.1,773857.648
2025-01-01 03:15:00,191.02,191.13,190.73,190.91,3627.1,692444.626
2025-01-01 03:20:00,190.91,190.98,190.61,190.84,7254.9,1384276.389
2025-01-01 03:25:00,190.84,190.93,190.43,190.48,11487.3,2190006.311
2025-01-01 03:30:00,190.48,190.61,190.38,190.45,3737.9,712031.556
2025-01-01 03:35:00,190.45,190.5,190.24,190.5,5211.6,992251.344
2025-01-01 03:40:00,190.5,190.52,190.26,190.41,8400.9,1599417.764
2025-01-01 03:45:00,190.41,190.41,189.9,190.2,12961.0,2463794.266
2025-01-01 03:50:00,190.2,190.35,190.15,190.33,3616.2,688043.613
2025-01-01 03:55:00,190.33,190.39,190.23,190.3,3837.9,730477.758
2025-01-01 04:00:00,190.3,190.3,190.02,190.17,7423.7,1411781.614
2025-01-01 04:05:00,190.17,190.19,189.8,189.85,9826.5,1866753.138
2025-01-01 04:10:00,189.85,190.06,189.55,189.98,19201.2,3645127.307
2025-01-01 04:15:00,189.98,190.13,189.6,189.9,12371.8,2348804.29
2025-01-01 04:20:00,189.9,190.12,189.76,189.92,5541.1,1052361.8
2025-01-01 04:25:00,189.92,189.98,189.73,189.77,6983.6,1325794.68
2025-01-01 04:30:00,189.77,189.79,189.26,189.31,38234.7,7241833.727
2025-01-01 04:35:00,189.31,189.52,189.26,189.39,9657.1,1829025.67
2025-01-01 04:40:00,189.39,189.67,189.29,189.65,7327.9,1388522.642
2025-01-01 04:45:00,189.65,189.76,189.3,189.6,12200.1,2312174.26
2025-01-01 04:50:00,189.6,189.68,189.43,189.56,6666.4,1263493.649
2025-01-01 04:55:00,189.56,189.77,189.36,189.41,6303.6,1195434.192
2025-01-01 05:00:00,189.41,189.55,189.24,189.53,8249.3,1561963.378
2025-01-01 05:05:00,189.53,189.79,189.47,189.7,5736.9,1088375.755
2025-01-01 05:10:00,189.7,190.28,189.69,190.01,11722.2,2227516.836
2025-01-01 05:15:00,190.01,190.23,189.92,189.99,7362.4,1399278.823
2025-01-01 05:20:00,189.99,190.21,189.87,189.98,18419.4,3501135.677
2025-01-01 05:25:00,189.98,190.52,189.96,190.32,40283.7,7667759.026
2025-01-01 05:30:00,190.32,190.54,190.27,190.36,9062.7,1725855.215
2025-01-01 05:35:00,190.36,190.41,190.03,190.05,14463.5,2750945.661
2025-01-01 05:40:00,190.05,190.29,189.91,190.29,7463.6,1419113.775
2025-01-01 05:45:00,190.29,190.42,190.24,190.29,5649.1,1075193.21
2025-01-01 05:50:00,190.29,190.29,189.95,190.02,3555.4,675753.618
2025-01-01 05:55:00,190.02,190.05,189.95,190.02,6279.1,1193116.318
2025-01-01 06:00:00,190.02,190.2,189.82,189.86,6877.7,1306493.716
2025-01-01 06:05:00,189.86,189.87,189.48,189.51,10442.5,1980216.218
2025-01-01 06:10:00,189.51,189.66,189.5,189.56,5906.7,1119643.475
2025-01-01 06:15:00,189.56,189.81,189.51,189.75,4913.9,931883.19
2025-01-01 06:20:00,189.75,189.99,189.67,189.91,4941.0,937981.368
2025-01-01 06:25:00,189.91,190.01,189.82,189.87,3661.0,695263.197
2025-01-01 06:30:00,189.87,189.87,189.54,189.6,6592.7,1250286.868
2025-01-01 06:35:00,189.6,189.67,189.3,189.65,9920.4,1879433.635
2025-01-01 06:40:00,189.65,190.1,189.65,190.1,17376.2,3300200.064
2025-01-01 06:45:00,190.1,190.23,189.78,189.78,29479.4,5604733.686
2025-01-01 06:50:00,189.78,189.83,189.62,189.83,6031.3,1144351.808
2025-01-01 06:55:00,189.83,190.24,189.83,190.23,4922.3,935512.379
2025-01-01 07:00:00,190.23,190.32,189.88,189.91,8469.4,1610045.7
2025-01-01 07:05:00,189.91,190.07,189.83,190.04,11658.1,2214628.642
2025-01-01 07:10:00,190.04,190.1,189.7,189.84,18606.7,3533052.569
2025-01-01 07:15:00,189.84,190.12,189.8,190.05,3321.4,631015.185
2025-01-01 07:20:00,190.05,190.07,189.65,189.74,7150.0,1357399.55
2025-01-01 07:25:00,189.74,189.92,189.65,189.8,5151.4,977583.312
2025-01-01 07:30:00,189.8,189.96,189.6,189.6,4841.5,918752.587
2025-01-01 07:35:00,189.6,190.0,189.6,189.79,5409.3,1026508.477
2025-01-01 07:40:00,189.79,190.13,189.65,190.13,21577.2,4096609.23
2025-01-01 07:45:00,190.13,190.13,189.91,189.97,2084.5,396074.447
2025-01-01 07:50:00,189.97,190.14,189.93,190.12,4764.5,905566.62
2025-01-01 07:55:00,190.12,190.15,189.92,189.97,4602.7,874813.145
2025-01-01 08:00:00,189.97,190.46,189.88,190.44,7691.4,1463127.884
2025-01-01 08:05:00,190.44,190.67,190.36,190.45,11574.4,2205069.988
2025-01-01 08:10:00,190.45,190.57,190.32,190.5,3303.7,629216.527
2025-01-01 08:15:00,190.5,190.5,190.14,190.34,4922.2,936733.644
2025-01-01 08:20:00,190.34,190.45,190.17,190.31,3593.6,683971.337
2025-01-01 08:25:00,190.31,190.37,189.31,189.74,28753.7,5454234.786
2025-01-01 08:30:00,189.74,189.91,189.51,189.85,8057.8,1528801.738
2025-01-01 08:35:00,189.85,189.96,189.66,189.96,6910.9,1311863.694
2025-01-01 08:40:00,189.96,190.01,189.8,189.83,3390.2,643869.331
2025-01-01 08:45:00,189.83,189.89,189.2,189.24,15472.0,2929638.6
2025-01-01 08:50:00,189.24,189.7,189.24,189.42,8144.8,1543135.316
2025-01-01 08:55:00,189.42,189.44,189.24,189.27,5166.3,978120.757
2025-01-01 09:00:00,189.27,189.67,189.27,189.66,9490.8,1798296.637
2025-01-01 09:05:00,189.66,189.66,189.07,189.11,7923.5,1499259.922
2025-01-01 09:10:00,189.11,189.13,188.65,188.86,43463.8,8207975.746
2025-01-01 09:15:00,188.86,188.86,188.35,188.55,39040.6,7359661.761
2025-01-01 09:20:00,188.55,188.63,188.17,188.18,39203.5,7384796.206
2025-01-01 09:25:00,188.18,188.51,188.05,188.39,39750.5,7483687.465
2025-01-01 09:30:00,188.39,188.85,188.19,188.71,31995.4,6032384.366
2025-01-01 09:35:00,188.71,188.71,187.94,188.09,28899.1,5439720.798
2025-01-01 09:40:00,188.09,188.4,187.84,188.39,15437.3,2903433.462
2025-01-01 09:45:00,188.39,188.7,188.02,188.58,19058.0,3590026.925
2025-01-01 09:50:00,188.58,189.04,188.56,188.84,14992.8,2830709.68
2025-01-01 09:55:00,188.84,189.13,188.83,189.08,8099.5,1530691.459
2025-01-01 10:00:00,189.08,189.49,189.07,189.46,14185.9,2684892.734
2025-01-01 10:05:00,189.46,189.7,189.32,189.49,13429.9,2545113.804
2025-01-01 10:10:00,189.49,189.66,189.36,189.63,15362.9,2911316.248
2025-01-01 10:15:00,189.63,190.16,189.5,190.13,24966.4,4741157.413
2025-01-01 10:20:00,190.13,190.27,189.94,190.24,14609.9,2778096.775
2025-01-01 10:25:00,190.24,190.42,189.9,190.12,22832.3,4342080.669
2025-01-01 10:30:00,190.12,190.72,190.02,190.46,21622.0,4119003.309
2025-01-01 10:35:00,190.46,190.69,190.25,190.68,15066.6,2868821.553
2025-01-01 10:40:00,190.68,190.73,190.15,190.57,12694.5,2418726.231
2025-01-01 10:45:00,190.57,190.96,190.5,190.64,12118.6,2311677.384
2025-01-01 10:50:00,190.64,190.71,190.13,190.21,13412.9,2553599.86
2025-01-01 10:55:00,190.21,190.35,189.93,190.16,22229.1,4225858.809
2025-01-01 11:00:00,190.16,190.31,189.71,190.07,27177.1,5163711.525
2025-01-01 11:05:00,190.07,190.67,189.92,190.53,17237.2,3282682.809
2025-01-01 11:10:00,190.53,190.6,190.32,190.45,5430.3,1034343.466
2025-01-01 11:15:00,190.45,191.08,190.45,190.67,18091.8,3452211.246
2025-01-01 11:20:00,190.67,191.01,190.5,190.88,13110.0,2500728.267
2025-01-01 11:25:00,190.88,191.17,190.69,191.16,8677.5,1656590.574
2025-01-01 11:30:00,191.16,191.26,190.84,191.24,24056.7,4596535.631
2025-01-01 11:35:00,191.24,191.24,190.88,190.93,10360.6,1979298.968
2025-01-01 11:40:00,190.93,191.68,190.85,191.56,26414.4,5054932.296
2025-01-01 11:45:00,191.56,191.76,191.19,191.28,17243.8,3302395.671
2025-01-01 11:50:00,191.28,191.39,191.09,191.09,10173.4,1945646.464
2025-01-01 11:55:00,191.09,191.39,191.03,191.24,7713.3,1474595.475
2025-01-01 12:00:00,191.24,191.61,191.12,191.48,11795.5,2256932.07
2025-01-01 12:05:00,191.48,191.64,191.16,191.19,9373.1,1793839.586
